alpha-2,geo,name
LY,"{""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[25.148199081421012, 31.667884826660384], [24.861114501953182, 31.405914306640568], [25.018274307250977, 30.777978897094783], [24.698099136352596, 30.148845672607706], [24.999435424804744, 29.250158309936637], [25.00005531311041, 27.45453262329113], [24.99999809265148, 24.58149719238304], [24.99999809265148, 21.99920082092308], [24.99999809265148, 20], [24.00000190734869, 20], [24.00000190734869, 19.5081729888916], [22.51788330078125, 20.271484375000227], [20.921875000000057, 21.086486816406477], [19.185903549194336, 21.942642211914233], [15.99816989898693, 23.45037078857422], [14.995869636535701, 23.00189018249506], [14.18932247161871, 22.64448356628418], [13.397974967956543, 23.217527389526595], [11.9795503616333, 23.525030136108512], [11.604751586914176, 24.263780593872298], [11.423026084899902, 24.199550628662337], [10.950188636779728, 24.531810760498274], [10.357234954834098, 24.53605270385748], [10.036399841308594, 24.963594436645735], [10.032671928405762, 25.35870742797863], [9.399593353271428, 26.194828033447493], [9.863895416259766, 26.519117355346907], [9.783099174499625, 27.255830764770735], [9.962642669677678, 27.88528060913086], [9.833544731140137, 28.285259246826172], [9.902926445007267, 28.7584686279298], [9.780570983886832, 29.424129486083984], [9.391736984252987, 30.16670417785656], [9.557297706604004, 30.2368106842041], [9.888902664184627, 30.34918785095209], [10.307773590087947, 30.908971786499308], [10.140620231628418, 31.493297576904354], [10.639128684997559, 31.967941284179744], [11.527318954467773, 32.40280914306646], [11.564457893371525, 33.165416717529524], [12.207917213440282, 32.87097167968784], [12.873308181763093, 32.80625534057657], [13.232639312744482, 32.91180419921926], [14.247361183166731, 32.68930435180715], [14.50243377685581, 32.5040283203129], [15.214306831360318, 32.37458419799839], [15.52180480957071, 31.612638473511083], [16.014862060547273, 31.278749465942724], [17.390138626099088, 31.07569503784231], [18.174303054809684, 30.789861679077717], [18.65398406982456, 30.4214973449711], [19.185474395752294, 30.267084121704443], [19.59519577026407, 30.409860610962312], [20.164638519287564, 31.071250915527912], [19.921529769897802, 31.746250152588516], [19.9584712982184, 31.992082595825536], [20.57763862609903, 32.54791641235397], [21.628194808960416, 32.92652893066463], [22.174861907959325, 32.92736053466842], [23.10513877868692, 32.63597106933628], [23.253471374512173, 32.20347213745151], [24.087915420532795, 32.01208496093784], [24.99652862548885, 31.962638854981094], [25.148199081421012, 31.667884826660384]]]}, ""type"": ""Feature"", ""properties"": {""alpha-2"": ""LY""}}",Libya
LI,"{""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[9.608528137207145, 47.0617294311524], [9.517786979675407, 47.08459472656273], [9.533723831176815, 47.27172851562506], [9.608528137207145, 47.0617294311524]]]}, ""type"": ""Feature"", ""properties"": {""alpha-2"": ""LI""}}",Liechtenstein
LT,"{""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[21.291944503784293, 55.29824447631836], [21.066389083862532, 56.064453125000114], [21.996791839599666, 56.41672134399431], [24.440225601196346, 56.25683975219721], [24.86470222473139, 56.40702819824247], [25.68810272216797, 56.14548873901367], [26.638380050659237, 55.66371917724621], [26.46783447265625, 55.33956527709972], [26.84631156921398, 55.305721282958984], [25.856309890747184, 54.92466735839838], [25.528783798217773, 54.313205718994254], [24.36614418029785, 53.892757415771484], [23.51655769348156, 53.94693756103527], [23.501041412353516, 54.141036987304915], [22.792444229126204, 54.36756896972673], [22.857051849365348, 54.901466369629134], [21.2830810546875, 55.24072265625], [21.291944503784293, 55.29824447631836]]]}, ""type"": ""Feature"", ""properties"": {""alpha-2"": ""LT""}}",Lithuania
LU,"{""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[6.138388156890869, 50.134075164794865], [6.51394510269165, 49.802768707275334], [6.3723039627075195, 49.466461181640625], [5.815077304840031, 49.545166015625114], [5.8591160774231525, 50.06171035766607], [6.138388156890869, 50.134075164794865]]]}, ""type"": ""Feature"", ""properties"": {""alpha-2"": ""LU""}}",Luxembourg
MO,"{""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[113.55208587646496, 22.21728515625], [113.55158996582031, 22.215900421142805], [113.5518035888673, 22.215885162353516], [113.52903747558616, 22.185972213745288], [113.55208587646496, 22.21728515625]]]}, ""type"": ""Feature"", ""properties"": {""alpha-2"": ""MO""}}",Macau
MK,"{""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[22.34573745727539, 42.304096221924055], [22.826902389526424, 42.00934219360346], [22.933700561523438, 41.34315872192383], [22.592737197875977, 41.11970901489269], [21.90779495239252, 41.09313201904308], [21.594812393188477, 40.87162017822271], [20.991338729858512, 40.85806274414085], [20.524406433105526, 41.228080749511946], [20.569585800171183, 41.786544799804915], [21.094049453735465, 42.19702911376976], [21.59392166137701, 42.247520446777344], [22.34573745727539, 42.304096221924055]]]}, ""type"": ""Feature"", ""properties"": {""alpha-2"": ""MK""}}",Macedonia (FYROM)
MG,"{""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[48.44597244262701, -13.558750152587834], [48.80819320678734, -13.366527557372933], [48.94374847412138, -12.819582939147836], [48.722915649414006, -12.439582824707031], [49.14875030517601, -12.262361526489087], [49.2926406860351, -11.969305992126465], [49.67069625854515, -12.795139312744084], [49.92791748046881, -13.044861793517839], [50.16402816772478, -14.051528930664006], [50.223751068115405, -14.76097106933588], [50.48236083984398, -15.3331937789917], [50.33319473266596, -15.82458209991455], [50.02402877807634, -15.885416984558049], [49.854862213134936, -15.42319488525385], [49.61513900756836, -15.555693626403809], [49.86597061157232, -16.45402717590332], [49.41041564941412, -17.3695831298827], [49.520137786865234, -17.674583435058594], [49.31013870239258, -18.449861526489144], [48.86541748046892, -19.619304656982308], [48.44235992431658, -20.993749618530217], [47.892917633056754, -22.483749389648324], [47.587917327881144, -23.798471450805664], [47.20124816894548, -24.774860382079964], [46.964027404785156, -25.068471908569336], [46.218750000000114, -25.219860076904297], [45.60263824462919, -25.544027328490984], [45.14014053344732, -25.597082138061523], [44.023471832275675, -24.984582901000977], [43.683193206787394, -24.375694274902173], [43.65902709960943, -23.612640380859375], [43.76680374145525, -23.46180534362793], [43.37014007568354, -22.845415115356218], [43.219860076904354, -22.250415802001953], [43.50041580200218, -21.30958366394026], [43.71374893188471, -21.28902816772444], [44.11346435546892, -20.487361907958984], [44.486251831054744, -19.9831924438476], [44.46736145019537, -19.45902824401844], [44.27319335937506, -19.166528701782113], [44.05736160278343, -18.434028625488224], [43.92902755737333, -17.508752822875863], [44.42569351196295, -16.712915420532113], [44.442359924316634, -16.19680595397938], [44.81986236572294, -16.260972976684457], [45.26569366455095, -15.935973167419206], [45.29402923584013, -16.127639770507812], [45.67514038085966, -15.787918090820199], [46.2354164123538, -15.722360610961914], [47.380416870117244, -14.87763786315918], [47.48986053466797, -15.075972557067757], [47.795970916748104, -14.587916374206543], [47.79569625854509, -14.217361450195312], [48.034305572509936, -14.27236080169672], [47.893196105957145, -13.59263801574707], [48.300415039062614, -13.799305915832463], [48.44597244262701, -13.558750152587834]]]}, ""type"": ""Feature"", ""properties"": {""alpha-2"": ""MG""}}",Madagascar
MW,"{""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[34.95793151855497, -11.57133865356434], [34.642639160156534, -11.582509040832406], [34.42527770996111, -12.159543037414494], [34.5209007263183, -13.33720874786377], [34.86637115478544, -13.481945037841797], [35.8703231811524, -14.674477577209416], [35.78923797607422, -15.167897224426099], [35.81436538696295, -16.030702590942383], [35.30839538574219, -16.21251678466797], [35.1559791564942, -16.831890106201058], [34.42349243164091, -16.254018783569222], [34.24856948852556, -15.841149330139046], [34.60411071777372, -15.267201423644963], [34.54089736938505, -14.599422454833757], [34.3919105529788, -14.393087387084904], [33.680450439453296, -14.604950904846135], [33.20900726318365, -14.003617286682015], [33.04113388061552, -14.049369812011605], [32.793819427490405, -13.649374961852914], [33.01660156250006, -13.211014747619515], [32.96036911010742, -12.75617504119873], [33.54322814941435, -12.372429847717171], [33.26509475708002, -12.14936447143532], [33.24200820922863, -11.396833419799634], [33.40600967407255, -11.161081314086857], [33.26562118530302, -10.868754386901855], [33.68460845947277, -10.606398582458496], [33.3487091064456, -9.831193923949968], [32.953498840332315, -9.401408195495492], [33.91394805908203, -9.713493347167969], [34.03630065917997, -9.491929054260254], [34.501525878906364, -9.976361274719238], [34.62834167480497, -11.102042198181039], [34.95793151855497, -11.57133865356434]]]}, ""type"": ""Feature"", ""properties"": {""alpha-2"": ""MW""}}",Malawi
MY,"{""geometry"": {""type"": ""MultiPolygon"", ""coordinates"": [[[[102.0866317749024, 6.245808124542464], [103.11583709716803, 5.383890151977766], [103.42543029785185, 4.813164234161661], [103.49268341064453, 4.323861122131461], [103.32554626464861, 3.7375009059906006], [103.4713897705081, 3.4877789020540035], [103.43194580078136, 2.9311110973358723], [103.84027862548857, 2.43472003936796], [104.2641677856447, 1.610000967979488], [104.28305816650408, 1.3695839643478962], [103.69110870361334, 1.4566680192947956], [103.50944519042969, 1.2644449472429642], [103.35493469238298, 1.5419050455096226], [102.51638793945341, 2.0824999809266274], [102.15333557128906, 2.2186100482942948], [101.45191955566418, 2.8949549198151203], [100.55984497070341, 4.3209547996521], [100.67194366455101, 4.728332996368408], [100.44305419921898, 4.915554046630973], [100.34916687011719, 5.9709010124209385], [100.12444305419939, 6.405089855194262], [100.17189788818371, 6.69391584396385], [101.09410095214855, 6.261081218719596], [100.98609924316412, 5.806541919708195], [101.13430023193365, 5.616197109222526], [101.57894134521513, 5.933869838714827], [101.94349670410173, 5.871728897094727], [102.0866317749024, 6.245808124542464]]], [[[117.53508758544922, 4.172309875488509], [117.24800872802746, 4.372470855713118], [116.57031250000045, 4.400959968566951], [116.43651580810547, 4.292720794677734], [115.87944793701195, 4.382501125335978], [115.68898010253918, 4.1563491821291905], [115.52169799804699, 3.065089941024951], [115.11119842529342, 2.825809955597208], [115.14079284667969, 2.471139907837255], [114.78483581542991, 2.1412990093230633], [114.87888336181686, 1.9246699810028076], [114.53721618652366, 1.4355510473253617], [114.40789794921898, 1.5145210027697544], [113.62149810791038, 1.224581003189087], [112.88259887695335, 1.5862610340120682], [112.222412109375, 1.457280993461893], [111.86826324462913, 1.0050909519196125], [111.23739624023432, 1.0827909708025913], [110.57022094726557, 0.8550009727477459], [109.8303604125976, 1.4243899583818234], [109.53885650634794, 1.9151799678804764], [109.6466674804687, 2.057701110840128], [109.92583465576178, 1.6855570077896118], [110.34111022949247, 1.7058340311053257], [110.99277496337896, 1.487777948379744], [111.21166992187517, 2.096390962600708], [111.4391632080081, 2.377500057220459], [111.42888641357433, 2.6947209835054764], [111.67749786376953, 2.8358340263368973], [112.94126129150402, 3.122179985046614], [114.1280517578125, 4.5869441032410805], [114.67939758300781, 4.034860134124926], [114.88800048828136, 4.423229217529524], [114.7947998046875, 4.746360778808764], [115.00092315673851, 4.884733200073526], [115.03803253173828, 4.793191909790266], [115.11060333251976, 4.405399799347151], [115.29830932617233, 4.436700820923079], [115.15531921386753, 4.911237239837874], [115.59061431884766, 5.180620193481502], [115.34143829345703, 5.295749187469539], [115.59295654296886, 5.629970073700235], [115.87328338623047, 5.582794189453352], [116.14083099365246, 6.139999866485596], [116.47274017333984, 6.470277786255053], [116.75389099121094, 7.035561084747371], [116.98109436035156, 6.702823162078971], [117.25019073486328, 6.944803237915039], [117.29175567626953, 6.615905761718864], [117.7422332763673, 6.423611164093131], [117.60472106933605, 5.904722213745345], [117.98249816894554, 6.068891048431681], [118.14703369140625, 5.685323238373087], [118.3470840454105, 5.827626228332747], [119.26720428466797, 5.2077898979189285], [118.65414428710949, 4.931719779968319], [118.12555694580101, 4.878334045410156], [118.58471679687511, 4.5175008773805985], [118.5516815185548, 4.351050853729419], [117.99656677246094, 4.221899986267147], [117.6636962890625, 4.432371139526538], [117.53508758544922, 4.172309875488509]]]]}, ""type"": ""Feature"", ""properties"": {""alpha-2"": ""MY""}}",Malaysia
MV,"{""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[73.54069519042974, 1.947638988494873], [73.5526351928711, 1.9248609542846111], [73.535415649414, 1.9001389741897583], [73.54069519042974, 1.947638988494873]]]}, ""type"": ""Feature"", ""properties"": {""alpha-2"": ""MV""}}",Maldives
ML,"{""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-4.832172870635986, 24.99656486511242], [-3.9610390663146973, 24.44512748718273], [-1.6838589906692505, 23.006000518798942], [-0.013031999580562115, 21.911319732666243], [1.166674017906189, 21.118892669677848], [1.1769549846649738, 20.733539581299055], [1.6531139612198444, 20.552160263061523], [1.9275979995728107, 20.238210678100586], [3.2328948974609375, 19.82181930542015], [3.272078037261963, 19.409557342529297], [3.108515977859554, 19.17996978759794], [3.3337740898132324, 18.96003150939964], [4.242887020111084, 19.136716842651367], [4.2412028312683105, 16.987697601318587], [4.076756000518856, 16.912309646606673], [4.076467037201041, 16.320419311523665], [3.8721420764923096, 15.691880226135254], [3.5275070667266846, 15.341489791870345], [2.6287899017333984, 15.367120742797852], [1.324030041694698, 15.265146255493221], [0.9731889963151161, 14.978949546814192], [0.2293500006198883, 14.989670753479231], [-0.7014880180358887, 15.081521034240666], [-1.6749099493025597, 14.506890296936035], [-1.9753700494766235, 14.480879783630542], [-2.1058199405670166, 14.150279998779297], [-2.4764699935913086, 14.297860145569075], [-2.8370299339293865, 14.060629844665812], [-2.8719699382781982, 13.655329704284895], [-3.279644012451172, 13.71578979492216], [-3.256079912185612, 13.283860206604004], [-3.532244920730534, 13.171990394592342], [-3.956789016723633, 13.495340347290153], [-4.345856189727783, 13.146181106567553], [-4.230224132537785, 12.937218666076774], [-4.569054126739502, 12.134599685669173], [-5.408094882965088, 11.823349952698038], [-5.203893184661865, 11.529199600219954], [-5.490749835968018, 11.071919441223201], [-5.518918037414551, 10.433259963989315], [-6.023159980773869, 10.198860168456974], [-6.222620964050236, 10.259011268615893], [-6.2177348136901855, 10.726328849792424], [-6.642239093780518, 10.672245025634766], [-6.672196865081787, 10.365130424499512], [-6.975772857665959, 10.195070266723917], [-7.641550064086857, 10.488121032715071], [-7.978549003601074, 10.175108909607161], [-8.225393295288029, 10.40999889373802], [-8.287079811096135, 10.995130538940373], [-8.680629730224553, 10.967069625854776], [-8.396868705749512, 11.382309913635481], [-8.854325294494572, 11.628337860107365], [-8.805390357971135, 12.005172729492358], [-9.161707878112793, 12.486221313476562], [-9.69975662231434, 12.023820877075309], [-10.33931922912592, 12.225481033325138], [-10.672221183776855, 11.893879890441895], [-10.932799339294377, 12.223349571228198], [-11.257471084594727, 11.992480278015137], [-11.497797012329102, 12.209525108337516], [-11.37745285034174, 12.41799545288086], [-11.36263179779047, 12.992831230163517], [-11.627431869506779, 13.397066116333235], [-11.799804687499943, 13.311239242553654], [-12.067743301391545, 13.707526206970272], [-11.972053527831974, 14.18395137786888], [-12.238911628723088, 14.759259223937931], [-11.806099891662598, 14.901631355285872], [-11.714699745178109, 15.52649021148676], [-11.428818702697754, 15.645389556884709], [-10.90291976928711, 15.1036186218264], [-10.664280891418457, 15.404599189758528], [-10.131488800048828, 15.367038726806697], [-9.328486442565918, 15.496250152587834], [-6.903460979461613, 15.496971130371094], [-5.506422996520939, 15.507969856262207], [-5.327115058898926, 16.333139419555607], [-5.602798938751221, 16.499429702759073], [-5.814097881317139, 18.423030853271598], [-6.099661827087402, 20.941259384155273], [-6.3049979209898765, 22.709007263183594], [-6.5644049644470215, 25.000000000000057], [-4.832172870635986, 24.99656486511242]]]}, ""type"": ""Feature"", ""properties"": {""alpha-2"": ""ML""}}",Mali
